time,longitudinal_acceleration,latitudinal_acceleration,Gforce_lateral_acceleration,Gforce_acceleration_deceleration
122.3,-0.9331,2.172,0.186356,-0.269815
122.35,-0.6615,2.2723,0.229617,-0.381113
122.4,-2.641,19.3966,0.231281,-0.333895
122.45,-1.8236,17.5062,0.204659,-0.244519
122.5,1.325,-18.1111,0.181364,-0.264755
122.55,-0.3514,-16.2747,0.136439,-0.386172
122.6,-1.9973,2.7795,0.094842,-0.403035
122.65,-0.8017,2.895,0.136439,-0.269815
122.7,-0.9662,2.4611,0.136439,-0.310287
122.75,-1.7579,2.5289,0.123128,-0.423272
122.8,-1.7921,2.8025,0.088186,-0.29511
122.85,-0.6842,2.447,0.093178,-0.224283
122.9,0.3835,23.5422,0.154742,-0.303541
122.95,0.9306,22.4599,0.154742,-0.403035
123,0.9523,-21.4262,0.118136,-0.332209
123.05,-0.4436,-20.2562,0.116473,-0.259696
123.1,-1.4431,2.2862,0.093178,-0.332209
123.15,-1.3557,2.5041,0.094842,-0.365936
123.2,-1.2792,2.6538,0.069884,-0.298482
123.25,-0.996,2.3913,0.073211,-0.259696
123.3,-0.9324,2.3198,0.06822,-0.367622
123.35,-1.2052,2.7264,0.053245,-0.403035
123.4,0.3431,17.9647,0.031614,-0.224283
123.45,2.51,15.6792,0.071547,-0.22597
123.5,0.5714,-16.679,0.106489,-0.318718
123.55,-2.6129,-14.7206,0.003328,-0.32715
123.6,-1.5134,2.5146,-0.062937,-0.330523
123.65,1.1059,2.7339,0.021631,-0.325464
123.7,0.6629,2.7819,0.056572,-0.372681
123.75,-0.6621,2.6262,0.019967,-0.256324
123.8,-0.1701,2.2825,0.039933,-0.252951
123.85,-0.1252,2.1631,0.071547,-0.315346
123.9,-2.077,18.4022,0.036606,-0.391231
123.95,-1.5776,16.7615,0.003328,-0.279933
124,2.0592,-17.0997,0.006656,-0.291737
124.05,1.8924,-15.4439,0.073211,-0.271501
124.1,-0.611,2.2563,0.036606,-0.306914
124.15,-0.6072,2.1919,0.036606,-0.224283
124.2,-0.5346,2.1485,0.064892,-0.330523
124.25,-0.9229,2.5031,0.006656,-0.391231
124.3,0.2312,2.837,0.048253,-0.284992
124.35,0.5289,2.4108,0.111481,-0.214165
124.4,-2.7963,20.973,0.086522,-0.256324
124.45,-2.9325,19.841,0.058236,-0.322091
124.5,1.5713,-19.1612,0.03827,-0.3457
124.55,1.3639,-17.7709,0.028286,-0.29511
124.6,-0.411,2.5454,0.013311,-0.342327
124.65,0.3409,2.6595,0.054908,-0.325464
124.7,-0.0916,2.4313,0.083195,-0.215852
124.75,-1.2068,2.1315,0.049917,-0.347386
124.8,-1.0787,2.3489,0.028286,-0.296796
124.85,-0.2251,2.329,0.048253,-0.222597
124.9,-1.2256,15.2383,0.064892,-0.241147
124.95,-1.8052,13.4512,0.011647,-0.367622
125,0.6757,-14.5605,-0.068182,-0.301855
125.05,1.791,-12.7256,-0.022727,-0.219224
125.1,0.3244,2.1464,-0.006993,-0.310287
125.15,-0.7493,2.2621,-0.052448,-0.311973
125.2,-0.0101,2.4244,-0.06993,-0.268128
125.25,1.3792,2.4038,-0.012238,-0.288364
125.3,1.3513,2.3624,0.033278,-0.273187
125.35,0.6462,2.2096,0.0599,-0.236088
125.4,-4.2729,19.6687,0.091514,-0.074199
125.45,-5.6011,18.4126,0.078203,-0.006745
125.5,1.6904,-18.5309,0.031614,-0.045531
125.55,2.2729,-18.4196,-0.036713,0.073684
125.6,-0.3236,-0.4518,-0.038462,0.108772
125.65,0.1591,-0.5989,-0.031469,0.012281
125.7,0.3085,-0.3178,-0.066434,0.036842
125.75,0.7908,-0.0083,-0.01049,-0.048904
125.8,0.0032,0.8689,-0.033217,-0.369309
125.85,0.0978,2.375,-0.064685,-0.386172
125.9,-0.4468,16.9916,0.021631,-0.123103
125.95,-1.0373,15.8212,0.06822,-0.293423
126,1.0292,-13.3403,0.053245,-0.246206
126.05,0.8871,-12.9915,0.004992,-0.131535
126.1,-0.426,1.4484,0.048253,-0.22597
126.15,-1.0523,1.624,0,-0.264755
126.2,-1.0442,1.9443,-0.034965,-0.251265
126.25,0.2531,2.0047,-0.022727,-0.215852
126.3,0.7456,1.8962,0.016639,-0.22597
126.35,0.2812,1.9185,0.021631,-0.271501
126.4,0.2497,0.1647,0.034942,-0.224283
126.45,0.838,-2.6572,0.053245,-0.198988
126.5,0.3001,-1.624,0.061564,-0.335582
126.55,-1.1779,1.1762,0.008319,-0.187184
126.6,-0.9776,1.7503,-0.022727,-0.197302
126.65,0.3575,1.802,0.003328,-0.296796
126.7,0.3832,1.9505,0.036606,-0.160202
126.75,-0.9137,1.5467,0.016639,-0.187184
126.8,-1.3516,1.4591,-0.050699,-0.244519
126.85,0.0398,2.0348,-0.043706,-0.330523
126.9,0.9797,12.0429,0.003328,-0.13828
126.95,0.444,10.0817,0.058236,-0.252951
127,-0.063,-11.2154,0.023295,-0.215852
127.05,-0.0905,-9.6282,0.033278,-0.197302
127.1,-0.0272,1.7975,0.041597,-0.281619
127.15,-0.4484,1.9631,0.063228,-0.231029
127.2,-1.3057,1.7926,0.021631,-0.198988
127.25,-1.229,1.499,-0.012238,-0.165261
127.3,-0.0771,1.6403,-0.015734,-0.286678
127.35,0.3501,2.0546,0.028286,-0.264755
127.4,-0.2489,12.6417,0.004992,-0.192243
127.45,0.2785,10.9613,0.019967,-0.241147
127.5,0.9088,-11.8124,0.021631,-0.173693
127.55,-0.4043,-10.4196,0,-0.268128
127.6,-0.6496,1.7518,-0.055944,-0.185497
127.65,0.951,2.0324,0.006656,-0.328836
127.7,0.9581,2.1248,0.049917,-0.17032
127.75,-0.1625,1.7015,0.043261,-0.180438
127.8,-0.8555,1.586,0.048253,-0.290051
127.85,-1.0583,1.8342,0.001664,-0.192243
127.9,-2.0719,17.6077,0.013311,-0.197302
127.95,-1.5753,16.6867,0.044925,-0.23946
128,1.3033,-15.9429,0.024958,-0.172007
128.05,1.0828,-15.1725,-0.019231,-0.224283
128.1,-0.1139,1.777,0.011647,-0.264755
128.15,-0.1264,1.9834,-0.001748,-0.234401
128.2,0.1678,1.7868,0,-0.145025
128.25,0.6187,1.6513,0.051581,-0.268128
128.3,-0.6879,1.8637,0.053245,-0.271501
128.35,-1.2363,1.9809,-0.027972,-0.222597
128.4,-1.258,14.472,0.033278,-0.165261
128.45,-0.7133,13.1454,0.078203,-0.18887
128.5,1.3829,-13.3131,0.018303,-0.224283
128.55,0.7471,-11.9806,-0.045455,-0.27656
128.6,0.4775,2.0542,-0.026224,-0.220911
128.65,1.5783,1.9215,0.054908,-0.168634
128.7,0.1431,1.5601,0.078203,-0.209106
128.75,-1.4434,1.7345,0.024958,-0.332209
128.8,-0.8163,1.9737,0.006656,-0.13828
128.85,0.2004,1.5446,0.049917,-0.148398
128.9,-1.8785,12.2691,0.044925,-0.22597
128.95,-2.3423,11.3314,-0.034965,-0.193929
129,2.0395,-11.7633,0.011647,-0.126476
129.05,2.7196,-11.0419,0.1198,-0.043845
129.1,-0.7909,0.3301,0.093178,0.017544
129.15,-2.3421,-0.4486,0.02995,0.131579
129.2,-1.1047,-0.8147,-0.027972,0.075439
129.25,0.6561,-0.6998,0.036606,0.092982
129.3,-0.1377,-0.7632,0.041597,0.110526
129.35,-1.3725,-1.011,-0.036713,0.126316
129.4,0.0978,19.6624,-0.045455,0.107018
129.45,1.0993,22.8907,0.021631,0.214035
129.5,0.1491,-15.5687,-0.008741,0.25614
129.55,0.3654,-19.1961,0.009983,0.231579
129.6,0.8046,-2.1183,0.049917,0.364912
129.65,0.1181,-2.8646,0.043261,0.463158
129.7,-0.1904,-3.805,0.03827,0.585965
129.75,-0.0612,-4.9023,0.033278,0.791228
129.8,0.0065,-5.8704,0.024958,0.740351
129.85,-0.0908,-6.053,0.014975,0.722807
129.9,1.3136,-15.3338,-0.01049,0.787719
129.95,2.1162,-8.911,-0.01049,0.915789
130,-0.1199,15.9784,0.019967,0.914035
130.05,-1.7224,8.5613,0.004992,1.007018
130.1,-1.1795,-8.0249,-0.127622,0.996491
130.15,1.7772,-7.8444,-0.103147,0.963158
130.2,3.6966,-7.3391,0.02995,0.87193
130.25,1.7445,-7.2211,0.044925,0.945614
130.3,0.5194,-7.5068,0.023295,0.978947
130.35,0.8281,-7.6653,0.073211,0.929825
130.4,3.8962,-72.0886,0.058236,0.954386
130.45,3.5697,-68.0549,0.043261,0.954386
130.5,-3.5137,64.9123,0.144759,0.942105
130.55,-5.3677,60.91,0.148087,0.85614
130.6,-1.9883,-7.2027,-0.043706,0.82807
130.65,1.773,-6.5863,0.108153,0.829825
130.7,1.4402,-6.5576,0.183028,0.824561
130.75,-2.1566,-6.6633,0.073211,0.726316
130.8,-1.9288,-6.4118,0.009983,0.812281
130.85,0.5978,-6.314,0.016639,0.803509
130.9,13.0162,-117.9435,0.093178,0.75614
130.95,12.6089,-120.2806,0.084859,0.824561
131,-10.1581,100.6951,0.079867,0.745614
131.05,-10.1561,103.2984,0.103161,0.719298
131.1,0.7831,-5.844,0.154742,0.745614
131.15,-0.4052,-6.0246,0.164725,0.754386
131.2,-1.4364,-6.356,0.113145,0.826316
131.25,-0.2585,-6.565,0.09817,0.831579
131.3,0.96,-6.2899,0.186356,0.670175
131.35,-0.5262,-6.0106,0.186356,0.777193
131.4,7.9681,-105.4937,0.118136,0.733333
131.45,10.2733,-106.9711,0.124792,0.766667
131.5,-7.2967,90.2464,0.134775,0.77193
131.55,-9.1235,91.6603,0.116473,0.729825
131.6,-0.4595,-6.1612,0.094842,0.794737
131.65,0.1487,-6.1615,0.133111,0.736842
131.7,-0.0711,-6.0004,0.123128,0.696491
131.75,-0.2597,-5.7228,0.134775,0.687719
131.8,-0.2293,-5.37,0.138103,0.57193
131.85,-0.6367,-4.8199,0.148087,0.517544
131.9,8.5932,-89.2128,0.116473,0.475439
131.95,10.8695,-90.7392,0.103161,0.514035
132,-6.1713,77.3131,0.09817,0.473684
132.05,-8.5,79.0679,0.079867,0.501754
132.1,-1.1378,-4.083,0.048253,0.482456
132.15,-1.2588,-4.1047,0.009983,0.494737
132.2,-0.8961,-4.068,-0.047203,0.489474
132.25,-0.3323,-3.9821,-0.055944,0.475439
132.3,-0.7206,-4.0408,-0.111888,0.514035
132.35,-1.0331,-4.1967,-0.202797,0.508772
132.4,15.5054,-84.3366,-0.269231,0.435088
132.45,21.8597,-86.3003,-0.395105,0.440351
132.5,-3.1589,72.3488,-0.493007,0.363158
132.55,-7.6355,75.0629,-0.508741,0.368421
132.6,3.1657,-2.6512,-0.566434,0.321053
132.65,3.8001,-2.3976,-0.56993,0.292982
132.7,3.3975,-2.2684,-0.590909,0.312281
132.75,1.5915,-2.2015,-0.699301,0.215789
132.8,1.5645,-1.6828,-0.875874,0.124561
132.85,4.0879,-0.9912,-0.933566,0.101754
132.9,13.21,-64.9961,-0.975524,0.017544
132.95,18.6007,-69.6833,-0.980769,0.064912
133,9.5189,54.3245,-0.924825,-0.025295
133.05,6.893,58.9129,-0.912587,0.045614
133.1,6.7704,-0.5606,-0.687063,-0.037099
133.15,0.0619,0.3889,-1.164336,-0.155143
133.2,3.6304,0.7211,-1.298951,-0.190556
133.25,12.1919,-0.0087,-1.202797,-0.141653
133.3,14.3982,-0.7855,-1.01049,-0.106239
133.35,12.0048,-1.0607,-0.895105,-0.084317
133.4,-7.0568,-43.6707,-0.861888,0.057895
133.45,-9.8946,-49.1407,-1.033217,-0.075885
133.5,22.538,30.023,-1.138112,-0.028668
133.55,25.1344,34.7577,-0.917832,0.031579
133.6,6.3675,-1.6754,-1.034965,-0.038786
133.65,3.7448,-0.9079,-1.204545,-0.038786
133.7,6.4088,-1.653,-1.31993,-0.03204
133.75,10.2751,-3.1329,-1.291958,-0.006745
133.8,12.21,-4.2834,-1.183566,0.029825
133.85,9.9882,-4.0998,-1.090909,0.096491
133.9,-1.4964,-1.9443,-1.225524,0.012281
133.95,0.899,-3.2266,-1.377622,-0.091062
134,20.5503,-7.6152,-1.146853,0.059649
134.05,18.0543,-6.6799,-1.166084,0.026316
134.1,7.0291,-4.0271,-1.190559,0.024561
134.15,6.9025,-4.0926,-1.27972,0.036842
134.2,7.6369,-4.6876,-1.283217,0.007018
134.25,8.7371,-5.4732,-1.328671,-0.001686
134.3,9.6354,-6.1072,-1.244755,-0.053963
134.35,9.234,-5.8915,-1.246503,-0.05059
134.4,-7.9137,-11.788,-1.236014,0.012281
134.45,-8.7301,-13.8852,-1.311189,-0.010118
134.5,23.8461,-3.9543,-1.333916,-0.111298
134.55,25.2398,-2.8465,-1.284965,-0.079258
134.6,9.4314,-7.5186,-1.230769,-0.082631
134.65,8.5732,-7.0186,-1.183566,-0.150084
134.7,7.5211,-6.0659,-1.201049,-0.112985
134.75,6.988,-5.8395,-1.230769,-0.11973
134.8,7.1743,-6.302,-1.244755,-0.155143
134.85,7.5784,-6.7527,-1.246503,-0.187184
134.9,-15.428,-9.611,-1.234266,-0.185497
134.95,-18.5729,-12.0714,-1.187063,-0.227656
135,24.3809,-9.1448,-1.136364,-0.168634
135.05,26.4833,-5.9081,-1.143357,-0.205734
135.1,6.4361,-6.3153,-1.237762,-0.273187
135.15,7.7806,-8.0653,-1.127622,-0.279933
135.2,7.7948,-8.4361,-1.096154,-0.229342
135.25,6.8107,-7.6062,-1.038462,-0.254637
135.3,5.8843,-6.4629,-1.052448,-0.234401
135.35,5.4822,-6.1592,-1.101399,-0.23946
135.4,-0.771,6.3707,-1.075175,-0.293423
135.45,-3.0197,4.2645,-0.931818,-0.220911
135.5,6.7986,-22.3308,-1.02972,-0.293423
135.55,8.6793,-19.2006,-1.284965,-0.379427
135.6,6.1253,-7.3591,-1.244755,-0.376054
135.65,7.7201,-11.6748,-1.18007,-0.37774
135.7,6.9922,-11.2089,-0.924825,-0.268128
135.75,4.991,-6.9902,-1.059441,-0.340641
135.8,4.4992,-5.7417,-1.075175,-0.359191
135.85,4.9878,-7.2067,-1.120629,-0.335582
135.9,12.4009,10.4341,-1.094406,-0.350759
135.95,9.5818,9.8385,-1.083916,-0.305228
136,-8.0969,-26.8884,-1.027972,-0.384486
136.05,-5.5059,-26.5553,-1.089161,-0.340641
136.1,4.5117,-8.72,-1.015734,-0.347386
136.15,4.3035,-8.8919,-1.017483,-0.350759
136.2,4.0517,-8.5751,-0.972028,-0.335582
136.25,3.8051,-8.0252,-0.966783,-0.355818
136.3,3.5069,-7.0589,-0.982517,-0.3086
136.35,3.3829,-6.7176,-1.034965,-0.397976
136.4,23.5802,7.7957,-1.062937,-0.360877
136.45,21.6694,5.9858,-0.935315,-0.350759
136.5,-20.6017,-24.931,-0.879371,-0.350759
136.55,-18.9031,-23.0111,-0.91958,-0.37774
136.6,2.8705,-6.702,-0.931818,-0.311973
136.65,2.6759,-6.9615,-0.97028,-0.369309
136.7,2.5342,-8.4624,-0.982517,-0.337268
136.75,2.3502,-9.3299,-0.865385,-0.332209
136.8,2.2475,-8.5324,-0.916084,-0.382799
136.85,2.1661,-8.86,-0.821678,-0.340641
136.9,27.5933,3.9095,-0.786713,-0.300169
136.95,26.2167,6.6323,-0.951049,-0.365936
137,-26.2519,-17.0257,-1.041958,-0.401349
137.05,-25.2627,-21.6038,-1.033217,-0.411467
137.1,1.076,-12.6454,-0.776224,-0.298482
137.15,1.0642,-9.517,-0.763986,-0.338954
137.2,1.5101,-6.3717,-0.762238,-0.376054
137.25,1.8146,-5.2189,-0.823427,-0.323777
137.3,1.5641,-5.7749,-0.912587,-0.362563
137.35,0.9771,-8.3496,-0.865385,-0.382799
137.4,30.4473,-1.3165,-0.788462,-0.36425
137.45,29.6422,1.4928,-0.664336,-0.376054
137.5,-30.796,-12.9342,-0.674825,-0.392917
137.55,-30.0088,-14.6841,-0.527972,-0.306914
137.6,1.1779,-5.1437,-0.538462,-0.284992
137.65,1.8816,-2.27,-0.674825,-0.350759
137.7,1.6177,-3.5739,-0.774476,-0.320405
137.75,0.6757,-6.7575,-0.756993,-0.374368
137.8,0.2877,-8.0835,-0.681818,-0.355818
137.85,0.325,-7.7609,-0.66958,-0.355818
137.9,31.3646,-9.7861,-0.587413,-0.328836
137.95,30.4731,-9.343,-0.520979,-0.355818
138,-32.3457,-3.7387,-0.494755,-0.350759
138.05,-31.1105,-2.9233,-0.548951,-0.359191
138.1,0.5385,-5.9598,-0.491259,-0.332209
138.15,0.2845,-6.1942,-0.428322,-0.32715
138.2,1.0629,-3.9628,-0.41958,-0.290051
138.25,1.8893,-1.6929,-0.554196,-0.293423
138.3,1.6299,-2.4153,-0.662587,-0.357504
138.35,0.7872,-4.9249,-0.68007,-0.367622
138.4,32.574,-18.1249,-0.674825,-0.344013
138.45,31.9564,-18.3584,-0.606643,-0.359191
138.5,-33.3828,4.8104,-0.486014,-0.365936
138.55,-33.459,4.0491,-0.358392,-0.338954
138.6,-0.4533,-6.8372,-0.229021,-0.328836
138.65,0.8975,-3.9945,-0.201049,-0.328836
138.7,1.8248,-2.2522,-0.26049,-0.344013
138.75,1.3687,-2.9857,-0.258741,-0.291737
138.8,0.5787,-4.2576,-0.208042,-0.3457
138.85,0.3163,-4.8047,-0.132867,-0.318718
138.9,33.8623,-11.016,-0.036713,-0.36425
138.95,34.6407,-8.7897,0.044925,-0.332209
139,-31.2655,6.5624,0.06822,-0.311973
139.05,-30.999,6.3238,0.083195,-0.320405
139.1,2.394,-0.9,0.084859,-0.303541
139.15,2.5303,-0.624,0.09817,-0.320405
139.2,3.0122,-0.0427,0.071547,-0.370995
139.25,3.2008,-0.015,0.021631,-0.328836
139.3,2.5638,-0.8842,0.021631,-0.298482
139.35,1.8996,-1.6736,0.046589,-0.305228
139.4,28.976,-18.066,0.091514,-0.3457
139.45,28.3128,-18.6239,0.056572,-0.310287
139.5,-26.7966,13.1713,0.048253,-0.323777
139.55,-25.7251,14.2389,0.066556,-0.332209
139.6,2.6694,-0.8301,0.048253,-0.369309
139.65,2.5541,-1.0934,0.049917,-0.301855
139.7,2.0963,-1.5049,0.079867,-0.303541
139.75,2.1343,-1.281,0.109817,-0.328836
139.8,2.5855,-0.6675,0.108153,-0.320405
139.85,2.8426,-0.2477,0.09817,-0.320405
139.9,29.0473,-15.2237,0.079867,-0.315346
139.95,27.7985,-16.3358,0.078203,-0.259696
140,-25.925,12.7152,0.079867,-0.25801
140.05,-25.0011,13.617,0.071547,-0.293423
140.1,2.2317,-0.7751,0.079867,-0.310287
140.15,2.3046,-1.2356,0.094842,-0.386172
140.2,2.9511,-0.6703,0.131448,-0.359191
140.25,3.5402,0.3226,0.036606,-0.349073
140.3,2.8829,-0.3921,0.03827,-0.286678
140.35,1.8389,-1.6889,0.058236,-0.286678
140.4,19.3959,-12.3721,0.131448,-0.310287
140.45,18.3452,-11.498,0.104825,-0.340641
140.5,-18.4069,10.162,0.073211,-0.298482
140.55,-16.9451,9.8165,0.06822,-0.323777
140.6,2.3393,-1.0091,0.094842,-0.313659
140.65,2.6134,-0.5231,0.08985,-0.3086
140.7,2.7762,0.0441,0.058236,-0.261383
140.75,2.2978,-0.7212,0.036606,-0.340641
140.8,1.8708,-1.7374,0.111481,-0.291737
140.85,2.2354,-1.0261,0.1198,-0.29511
140.9,16.4054,-8.2526,0.099834,-0.320405
140.95,14.3622,-8.3994,0.106489,-0.300169
141,-15.5515,7.6859,0.118136,-0.153457
141.05,-14.0871,8.4096,0.138103,-0.042159
141.1,1.1114,1.7241,0.084859,0.173684
141.15,0.2068,2.4035,0.036606,0.185965
141.2,-0.5579,1.461,-0.001748,0.049123
141.25,-0.9036,0.1217,0.036606,0.138596
141.3,-1.0111,0.1461,0.056572,0.149123
141.35,-0.9266,1.3448,0.054908,0.289474
141.4,12.5903,-8.5617,-0.001748,0.461404
141.45,15.1485,-11.4674,0.02995,0.657895
141.5,-10.4102,7.1823,0.061564,0.736842
141.55,-15.0602,11.0057,0.09817,0.833333
141.6,-5.244,4.1433,0.039933,0.875439
141.65,-6.0439,3.8315,0.054908,0.968421
141.7,-6.7268,3.7557,0.083195,1.019298
141.75,-6.735,4.5181,0.0599,1.010526
141.8,-6.7388,4.7183,0.054908,1.026316
141.85,-6.8353,4.1901,0.036606,0.919298
141.9,-31.1501,16.4339,0.076539,1.003509
141.95,-23.8776,13.223,0.123128,0.950877
142,31.8218,-15.5463,0.164725,1.042105
142.05,24.345,-12.1495,0.198003,1.036842
142.1,-7.0534,4.2285,0.239601,0.970175
142.15,-6.3211,4.7736,0.264559,0.915789
142.2,-5.4555,5.8439,0.244592,0.959649
142.25,-5.7605,5.4584,0.178037,0.968421
142.3,-6.689,3.9724,0.28619,0.968421
142.35,-6.4133,4.4581,0.294509,0.949123
142.4,-113.5684,63.1847,0.294509,0.808772
142.45,-113.8709,66.1667,0.289517,0.896491
142.5,101.3375,-46.8189,0.392679,0.817544
142.55,101.6638,-51.056,0.457571,0.8
142.6,-5.104,3.6399,0.589018,0.654386
142.65,-3.5357,5.2917,0.579035,0.612281
142.7,-2.8246,5.4274,0.592346,0.545614
142.75,-2.8229,4.5259,0.675541,0.517544
142.8,-1.9445,5.818,0.718802,0.491228
142.85,-1.5426,6.6676,0.63228,0.549123
142.9,-121.8964,61.8116,0.74376,0.519298
142.95,-127.3105,67.7065,0.885191,0.489474
143,107.2906,-37.0389,0.77371,0.55614
143.05,112.4659,-43.08,0.599002,0.487719
143.1,-2.8856,4.104,0.81198,0.508772
143.15,-2.6483,4.6325,0.865225,0.480702
143.2,-1.7181,7.2229,0.848586,0.468421
143.25,-1.5443,6.779,0.858569,0.336842
143.3,-1.1602,5.7291,0.935108,0.236842
143.35,-0.0765,6.8218,0.983361,0.15614
143.4,-85.6729,33.2442,0.908486,0.096491
143.45,-91.0862,36.6426,0.93178,0.098246
143.5,76.1303,-10.3551,0.886855,0.136842
143.55,81.2359,-15.2109,0.946755,0.098246
143.6,0.1531,5.7063,1.019967,0.089474
143.65,0.4451,7.0396,1.053245,0.063158
143.7,0.6236,8.2753,1.043261,0.064912
143.75,0.5573,7.6009,1.036606,0.012281
143.8,0.6765,7.171,1.153078,-0.048904
143.85,1.0704,9.1415,1.09817,-0.060708
143.9,-61.976,10.8669,1.061564,-0.042159
143.95,-68.7958,11.8554,0.996672,-0.067454
144,50.6922,11.1176,1.164725,-0.111298
144.05,57.246,8.8852,1.241265,-0.126476
144.1,0.5843,9.251,1.276206,-0.123103
144.15,0.2286,11.1942,1.227953,-0.114671
144.2,-0.1452,11.9723,1.171381,-0.139966
144.25,-0.4231,11.8411,1.088186,-0.126476
144.3,-0.3959,9.768,1.021631,-0.126476
144.35,-0.253,7.9636,1.134775,-0.183811
144.4,-24.239,-9.5144,1.074875,-0.198988
144.45,-28.4957,-11.4383,1.083195,-0.197302
144.5,14.9701,23.1024,1.1198,-0.227656
144.55,18.9123,26.1315,1.08985,-0.22597
144.6,-1.1658,10.5848,1.054908,-0.215852
144.65,-1.3341,9.9728,0.960067,-0.187184
144.7,-0.8715,7.6471,1.011647,-0.20742
144.75,-0.374,6.3084,1.083195,-0.283305
144.8,-0.6668,7.8863,1.173045,-0.322091
144.85,-1.6573,10.2838,1.091514,-0.237774
144.9,-2.3313,-2.8924,1.061564,-0.237774
144.95,-4.5672,-7.0095,1.212978,-0.320405
145,-6.8674,17.1182,1.306156,-0.359191
145.05,-5.574,22.2825,1.229617,-0.27656
145.1,-4.1117,12.6124,1.111481,-0.305228
145.15,-3.6927,11.1127,1.054908,-0.325464
145.2,-3.1049,9.605,1.019967,-0.264755
145.25,-2.5194,7.9959,1.018303,-0.274874
145.3,-2.7563,7.9928,1.108153,-0.322091
145.35,-4.351,10.2308,0.985025,-0.325464
145.4,15.3559,-0.6945,0.876872,-0.306914
145.45,15.6216,-5.6073,0.697171,-0.283305
145.5,-24.4077,11.9452,0.574043,-0.204047
145.55,-22.1432,12.4778,0.577371,-0.18887
145.6,0.3644,1.9687,0.728785,-0.185497
145.65,-0.1516,2.6059,0.890183,-0.227656
145.7,-2.5169,5.3168,0.90183,-0.153457
145.75,-4.2832,6.9843,0.8802,-0.198988
145.8,-4.1027,6.4014,0.816972,-0.111298
145.85,-3.1085,4.7527,0.916805,-0.092749
145.9,13.7401,17.4617,0.953411,-0.086003
145.95,12.0922,19.6843,0.926789,-0.042159
146,-22.9841,-4.8723,0.983361,-0.047218
146.05,-22.4027,-6.4492,1.086522,-0.141653
146.1,-6.4587,6.6905,1.056572,-0.111298
146.15,-7.2293,7.164,0.925125,-0.08769
146.2,-5.0733,5.0547,0.998336,-0.104553
146.25,-4.0109,4.0746,1.083195,-0.102867
146.3,-5.3086,4.9379,1.146423,-0.099494
146.35,-7.2042,6.1076,1.126456,-0.106239
146.4,5.2876,7.8977,1.06822,-0.116358
146.45,6.1542,6.6398,1.186356,-0.112985
146.5,-20.0476,2.9965,1.083195,-0.190556
146.55,-20.7466,3.9613,1.021631,-0.146712
146.6,-6.8043,5.33,1.008319,-0.155143
146.65,-5.6903,4.5879,1.081531,-0.209106
146.7,-6.5982,5.1066,1.099834,-0.190556
146.75,-7.9182,5.57,1.054908,-0.166948
146.8,-7.8726,5.164,1.03827,-0.155143
146.85,-7.0573,4.5926,1.034942,-0.198988
146.9,4.1004,0.3573,1.081531,-0.161889
146.95,3.597,-1.7609,1.144759,-0.236088
147,-18.9511,4.3154,1.013311,-0.197302
147.05,-18.0905,6.0947,0.920133,-0.183811
147.1,-5.655,3.6164,1.084859,-0.236088
147.15,-7.7437,4.3689,1.039933,-0.266442
147.2,-10.5456,5.2409,0.935108,-0.261383
147.25,-8.2805,4.475,0.793677,-0.269815
147.3,-4.8294,3.5136,0.988353,-0.305228
147.35,-6.8891,3.9951,0.950083,-0.293423
147.4,5.4305,3.6423,0.836938,-0.269815
147.45,9.0534,-0.2247,0.836938,-0.313659
147.5,-17.2128,-2.3462,0.920133,-0.278246
147.55,-20.1588,1.1576,0.90183,-0.330523
147.6,-9.0524,4.019,0.838602,-0.32715
147.65,-9.5872,4.0305,0.705491,-0.344013
147.7,-7.6488,3.5958,0.627288,-0.300169
147.75,-4.4947,2.9635,0.657238,-0.283305
147.8,-3.9692,2.7986,0.75208,-0.340641
147.85,-6.2543,3.0661,0.698835,-0.310287
147.9,9.7496,25.0124,0.637271,-0.323777
147.95,13.1546,23.4758,0.617304,-0.340641
148,-17.7722,-21.8,0.66223,-0.333895
148.05,-20.2759,-20.444,0.637271,-0.310287
148.1,-5.9657,2.8092,0.627288,-0.340641
148.15,-5.3707,2.6635,0.575707,-0.269815
148.2,-3.9449,2.5229,0.645591,-0.347386
148.25,-4.3016,2.6255,0.68386,-0.338954
148.3,-5.5029,2.591,0.655574,-0.283305
148.35,-4.8622,2.2989,0.675541,-0.27656
148.4,1.581,29.6432,0.747088,-0.36425
148.45,1.6371,29.0284,0.770383,-0.317032
148.5,-10.4546,-26.5311,0.678869,-0.337268
148.55,-12.4607,-25.9043,0.597338,-0.328836
148.6,-7.2068,2.1418,0.520799,-0.313659
148.65,-5.7342,2.1512,0.492512,-0.342327
148.7,-4.7611,2.2096,0.482529,-0.315346
148.75,-4.1013,2.1846,0.475874,-0.313659
148.8,-3.8306,2.0991,0.514143,-0.303541
148.85,-4.32,2.0574,0.497504,-0.347386
148.9,1.4993,31.102,0.500832,-0.347386
148.95,3.0449,30.4665,0.469218,-0.32715
149,-7.2165,-28.1317,0.434276,-0.328836
149.05,-8.0192,-27.5243,0.464226,-0.278246
149.1,-3.4262,2.0078,0.485857,-0.347386
149.15,-4.719,1.9693,0.499168,-0.352445
149.2,-5.4579,1.8353,0.402662,-0.279933
149.25,-4.41,1.7976,0.430948,-0.333895
149.3,-4.2413,1.8162,0.410982,-0.313659
149.35,-5.3181,1.64,0.371048,-0.328836
149.4,-1.5641,31.3762,0.272879,-0.354132
